dis_reg;dis_nombre;fec_codigo;fec_dia;fec_semana;prod_nombre;prod_n2;prod_n3;prod_n3_clase;prod_prov_nombre;inv_valor;inv_cantidad;inv_dias_venta;inv_cantidad_venta
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0645;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;28754;36;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0646;BETUN;HOGAR;A;Proveedor 025;474892;129;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0647;OTROS ALIMENTOS;ALIMENTOS;A;Proveedor 009;40830;25;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0648;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;98266;62;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0649;LECHE VEGETAL EN POLVO;ALIMENTOS;A;Proveedor 022;97648;5;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0650;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;45076;12;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0651;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;23697;2;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0652;OTROS PRODUCTOS DE LIMPIEZA;HOGAR;A;Proveedor 003;182184;18;90;42
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0653;CREMAS Y MASCARILLAS FACIALES;CUIDADO PERSONAL;A;Proveedor 010;178197;5;90;41
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0654;WHISKY;LICORES Y TABACO;A;Proveedor 002;2717004;89;90;41
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0655;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;6246;3;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0656;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;62457;30;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0657;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;2169813;138;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0658;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;66620;32;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0659;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;97239;13;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0660;DETERGENTES;HOGAR;A;Proveedor 015;393931;70;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0661;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;72866;35;90;40
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0662;OFERTAS;OFERTAS;B;Proveedor 008;31829;17;90;39
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0663;INFUSIONES;ALIMENTOS;A;Proveedor 014;191065;24;69;39
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0664;INFUSIONES;ALIMENTOS;A;Proveedor 014;46954;25;90;39
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0665;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;191724;9;90;39
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0666;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;212868;10;90;39
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0667;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;164677;24;90;38
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0668;JABON INTIMO;CUIDADO PERSONAL;A;Proveedor 027;13067;2;90;38
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0669;EDULCORANTES;ALIMENTOS;A;Proveedor 024;283404;24;90;37
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0670;PREPLANCHADO;HOGAR;A;Proveedor 025;18349;3;90;37
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0671;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;A;Proveedor 005;115991;14;90;37
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0672;INFUSIONES;ALIMENTOS;A;Proveedor 014;102250;48;90;37
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0673;GALLETAS;ALIMENTOS;A;Proveedor 001;10331;14;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0674;SHAMPOO;CUIDADO PERSONAL;A;Proveedor 005;234162;28;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0675;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;A;Proveedor 005;58604;7;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0676;PANITOS DESMAQUILLADORES HUMEDOS;CUIDADO PERSONAL;A;Proveedor 010;212953;12;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0677;BEBIDAS ENERGIZANTES;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;49668;50;28;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0678;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 017;326250;30;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0679;DETERGENTES;HOGAR;A;Proveedor 015;87263;30;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0680;SALSAS NEGRAS;ALIMENTOS;A;Proveedor 009;82115;39;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0681;SALSAS NEGRAS;ALIMENTOS;A;Proveedor 009;62311;24;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0682;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;196932;53;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0683;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;18113;9;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0684;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;27419;23;90;36
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0685;GELATINAS Y FLANES;ALIMENTOS;A;Proveedor 018;4048;5;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0686;AZUCAR;ALIMENTOS;A;Proveedor 024;606955;50;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0687;BETUN;HOGAR;A;Proveedor 006;154128;9;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0688;GELATINAS Y FLANES;ALIMENTOS;A;Proveedor 018;1633;2;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0689;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;4005455;180;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0690;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;205801;24;90;35
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0691;REFRESCO DE FRUTAS EN POLVO;ALIMENTOS;A;Proveedor 018;239690;29;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0692;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;52852;30;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0693;CREMAS Y SPRAY PARA PEINAR;CUIDADO PERSONAL;A;Proveedor 005;176065;21;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0694;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;106748;12;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0695;DETERGENTES;HOGAR;A;Proveedor 015;313100;120;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0696;CERAS Y PROTECTORES PISOS;HOGAR;A;Proveedor 006;166636;82;90;34
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0697;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;106215;5;90;33
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0698;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;233949;14;90;33
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0699;PRESERVATIVOS;OTC;B;Proveedor 007;1741034;180;90;33
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0700;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;139968;36;90;33
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0701;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;99931;48;90;32
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0702;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;66620;32;90;32
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0703;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;79112;38;90;32
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0704;CUIDADO CAPILAR BEBES Y NINOS;BEBES Y NINOS;B;Proveedor 027;63151;6;90;32
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0705;RON;LICORES Y TABACO;A;Proveedor 002;3988293;35;90;31
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0706;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;11465;3;90;31
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0707;DETERGENTES;HOGAR;A;Proveedor 015;385768;53;90;31
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0708;ALIMENTO PARA PERROS SECO;MASCOTAS Y ANIMALES;B;Proveedor 019;3035345;359;12;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0709;DETERGENTES;HOGAR;A;Proveedor 006;646064;36;90;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0710;JABON INTIMO;CUIDADO PERSONAL;A;Proveedor 027;108634;10;90;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0711;OFERTAS;OFERTAS;B;Proveedor 008;37446;20;90;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0712;OFERTAS;OFERTAS;B;Proveedor 008;41191;22;90;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0713;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;86262;108;90;30
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0714;DETERGENTES;HOGAR;A;Proveedor 015;197735;37;90;29
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0715;BEBIDAS DE TE;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;26887;3;90;29
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0716;LECHE VEGETAL EN POLVO;ALIMENTOS;A;Proveedor 022;843849;48;90;29
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0717;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;133081;6;90;28
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0718;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;85760;80;12;28
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0719;FRAGANCIAS AMBIENTALES;HOGAR;A;Proveedor 001;33304;6;90;28
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0720;EDULCORANTES;ALIMENTOS;A;Proveedor 024;70861;10;90;27
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0721;FIJACION;CUIDADO PERSONAL;A;Proveedor 005;314739;21;90;27
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0722;CUIDADO CAPILAR BEBES Y NINOS;BEBES Y NINOS;B;Proveedor 001;582412;42;90;27
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0723;CUIDADO CAPILAR BEBES Y NINOS;BEBES Y NINOS;B;Proveedor 001;342413;26;90;27
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0724;LIMPIADORES PARA BANOS;HOGAR;A;Proveedor 006;166896;18;90;27
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0725;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;133687;12;90;26
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0726;ASEO MECANICO;HOGAR;A;Proveedor 008;50359;13;85;26
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0727;JABON INTIMO;CUIDADO PERSONAL;A;Proveedor 027;186997;17;90;26
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0728;INFUSIONES;ALIMENTOS;A;Proveedor 014;97955;38;76;26
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0729;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 015;91603;44;54;26
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0730;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;732632;35;90;25
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0731;OTROS ALIMENTOS;ALIMENTOS;A;Proveedor 009;41760;18;90;25
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0732;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;129922;25;90;25
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0733;REFRESCO DE FRUTAS EN POLVO;ALIMENTOS;A;Proveedor 018;167084;21;90;25
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0734;JABON INTIMO;CUIDADO PERSONAL;A;Proveedor 027;208932;19;90;25
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0735;LIMPIAVIDRIOS;HOGAR;A;Proveedor 006;95870;12;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0736;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;84362;84;12;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0737;BEBIDAS DE TE;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;26797;3;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0738;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;47543;13;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0739;INFUSIONES;ALIMENTOS;A;Proveedor 014;39372;24;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0740;DETERGENTES;HOGAR;A;Proveedor 015;38331;24;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0741;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;234148;165;61;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0742;ACEITES Y MANTECAS;ALIMENTOS;A;Proveedor 015;3466745;126;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0743;DESMANCHADORES;HOGAR;A;Proveedor 006;1936720;47;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0744;SHAMPOO;CUIDADO PERSONAL;A;Proveedor 017;142416;16;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0745;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;44867;12;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0746;WHISKY;LICORES Y TABACO;A;Proveedor 002;176687;1;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0747;LAVALOZA;HOGAR;A;Proveedor 001;84198;25;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0748;FRAGANCIAS AMBIENTALES;HOGAR;A;Proveedor 001;66608;12;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0749;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;7769;4;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0750;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;42302;4;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0751;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;34166;18;90;24
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0752;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;971249;91;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0753;PREPLANCHADO;HOGAR;A;Proveedor 025;9491;3;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0754;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1858591;139;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0755;INFUSIONES;ALIMENTOS;A;Proveedor 014;64496;25;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0756;PANITOS DESMAQUILLADORES HUMEDOS;CUIDADO PERSONAL;A;Proveedor 010;317670;18;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0757;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;3655534;218;50;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0758;DULCES;DULCES Y PASABOCAS;B;Proveedor 028;137772;23;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0759;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;252034;24;90;22
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0760;LIMPIADORES PARA BANOS;HOGAR;A;Proveedor 006;658311;71;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0761;BEBIDAS DE TE;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;17878;2;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0762;CERAS Y PROTECTORES PISOS;HOGAR;A;Proveedor 025;46863;9;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0763;CUIDADO CAPILAR BEBES Y NINOS;BEBES Y NINOS;B;Proveedor 001;88521;14;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0764;SALSAS NEGRAS;ALIMENTOS;A;Proveedor 009;91063;42;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0765;DESENGRASANTES;HOGAR;A;Proveedor 006;60870;6;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0766;DULCES;DULCES Y PASABOCAS;B;Proveedor 026;64014;4;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0767;OTROS CUIDADO PERSONAL;CUIDADO PERSONAL;A;Proveedor 027;72582;6;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0768;JABON INTIMO;CUIDADO PERSONAL;A;Proveedor 027;403849;61;90;21
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0769;BEBIDAS DE TE;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;53758;6;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0770;BEBIDAS DE TE;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;8942;1;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0771;OFERTAS;OFERTAS;B;Proveedor 008;20595;11;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0772;BETUN;HOGAR;A;Proveedor 025;6960;2;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0773;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;51885;6;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0774;DETERGENTES;HOGAR;A;Proveedor 001;7163;10;9;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0775;LAVALOZA;HOGAR;A;Proveedor 001;4583;2;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0776;DETERGENTES;HOGAR;A;Proveedor 001;194828;272;9;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0777;TRATAMIENTOS CAPILARES;CUIDADO PERSONAL;A;Proveedor 005;363363;27;90;20
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0778;DETERGENTES;HOGAR;A;Proveedor 015;136143;12;90;20
